,Patrocinador do Estudo,Número do Processo,Nome ou Código do Medicamento Experimental,Classe Terapêutica,Tipo de Medicamento Experimental,Doença,CID10,Nome do Protocolo Clínico,Título do Estudo,Fase do Estudo,Tipo de Estudo,Situação do Estudo,Instituição de Pesquisa,Investigador,Número de Pacientes,Unnamed: 0,NCT Number,Intervention Type,Intervention,Start Date,Completion Date,First Posted
3367,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO ANTONIO PRUDENTE,VICTOR HUGO FONSECA DE JESUS,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3368,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P,KATHIA CRISTINA ABDALLA,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3369,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO PIO XII,FLORINDA ALMEIDA SANTOS,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3370,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HEMOMED INSTITUTO DE ONCOLOGIA E HEMOTOLOGIA,HELIO PINCZOWSKI,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3371,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL ALEMAO OSWALDO CRUZ,RETANA DALPINO PEIXOTO,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3372,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,SÉRGIO JOBIM DE AZEVEDO,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3373,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL NOSSA SENHORA DA CONCEICAO SA,GUSTAVO VASCONCELOS ALVES,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3374,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, INSTITUTO BRASILEIRO DE CONTROLE DO CANCER,FELIPE JOSÉ SILVA MELO CRUZ,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3375,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, INSTITUTO DE ONCOLOGIA PREVENT SENIOR,CARLOS DEL CISTIA DONNARUMMA,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3376,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, IRMANDADE SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,RODRIGO PEREZ PEREIRA,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3377,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, MS INCA HC I HOSPITAL DO CANCER I,JAMILLE GONZAGA DUTRA,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3378,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ONCO STAR SP ONCOLOGIA LTDA,LEONARDO GOMES DA FONSECA,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3379,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,JOÃO VITOR ANTUNES MARQUES GREGÓRIO,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3380,ASTRAZENECA DO BRASIL LTDA,25351845464201826,SODERTALJE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,D933GC00001,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE QUIMIOEMBOLIZAÇÃO TRANSARTERIAL (TACE) EM COMBINAÇÃO COM MONOTERAPIA COM DURVALUMABE OU DURVALUMABE MAIS BEVACIZUMABE EM PARTICIPANTES DA PESQUISA COM CARCINOMA HEPATOCELULAR LOCORREGIONAL. VERSÃO 3.0 DE 14 DE AGOSTO DE 2020.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, SOCIEDADE BENEFICENTE ISRAELITA BRAS HOSP ALBERT EINSTEIN,DIOGO BUGANO DINIZ GOMES,2,83949,NCT03778957,DRUG, Durvalumab,2018-11-30 00:00:00,2026-08-31 00:00:00,2018-12-19
3381,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,25351846262201800,SEMAGLUTIDA,ANTIDIABETICOS,BIOLÓGICO,DIABETES MELLITUS NÃO ESPECIFICADO,E14,NN9535-4352,EFEITOS DE LONGO PRAZO DA SEMAGLUTIDA NA RETINOPATIA DIABÉTICA EM INDIVÍDUOS COM DIABETES TIPO 2 (FOCUS),III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,CPQUALI PESQUISA CLÍNICA LTDA-ME,LUIZ ALBERTO ANDREOTTI TURATTI,17,345308,NCT03811561,DRUG, Semaglutide,2019-05-08 00:00:00,2027-11-07 00:00:00,2019-01-22
3382,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,25351846262201800,SEMAGLUTIDA,ANTIDIABETICOS,BIOLÓGICO,DIABETES MELLITUS NÃO ESPECIFICADO,E14,NN9535-4352,EFEITOS DE LONGO PRAZO DA SEMAGLUTIDA NA RETINOPATIA DIABÉTICA EM INDIVÍDUOS COM DIABETES TIPO 2 (FOCUS),III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL DE OLHOS DE APARECIDA DE GYN SS LTDA,ALEXANDRE CHATER TALEB,16,345308,NCT03811561,DRUG, Semaglutide,2019-05-08 00:00:00,2027-11-07 00:00:00,2019-01-22
3383,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,25351846262201800,SEMAGLUTIDA,ANTIDIABETICOS,BIOLÓGICO,DIABETES MELLITUS NÃO ESPECIFICADO,E14,NN9535-4352,EFEITOS DE LONGO PRAZO DA SEMAGLUTIDA NA RETINOPATIA DIABÉTICA EM INDIVÍDUOS COM DIABETES TIPO 2 (FOCUS),III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, NUCLEO DE PESQUISA CLINICA DO RIO GRANDE DO SUL LTDA,LUIS HENRIQUE SANTOS CANANI,17,345308,NCT03811561,DRUG, Semaglutide,2019-05-08 00:00:00,2027-11-07 00:00:00,2019-01-22
3384,PAREXEL INTERNATIONAL PESQUISAS CLÍNICAS LTDA.,25351847123202352,TAZEMETOSTATO ,OUTROS AGENTES ANTINEOPLÁSICOS,SINTÉTICO/SEMISSINTÉTICO,"LINFOMA NÃO-HODGKIN, FOLICULAR (NODULAR)",C82,EZH-302,"SYMPHONY-1: ESTUDO ADAPTATIVO DE BIOMARCADOR, FASE 1B/3, DUPLO-CEGO, RANDOMIZADO, COM CONTROLE ATIVO, 3 ESTÁGIOS, DE TAZEMETOSTATO OU PLACEBO EM COMBINAÇÃO COM LENALIDOMIDA MAIS RITUXIMABE EM PARTICIPANTES COM LINFOMA FOLICULAR RECIDIVADO/REFRATÁRIO. PROTOCOLO VERSÃO 5.0 DE 15 DE FEVEREIRO DE 2024 (EMENDA 4.0).",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,Não há dados,Não há dados,Não há dados,339070,NCT04224493,DRUG, Tazemetostat,2020-06-11 00:00:00,2029-03-01 00:00:00,2020-01-13
3385,FORTREA BRASIL LIMITADA,25351847126202396,CICLOSSILICATO DE ZIRCÔNIO SÓDICO (SZC),FÁRMACOS PARA O TRATAMENTO DA HIPERCALEMIA E HIPERFOSFATEMIA,SINTÉTICO/SEMISSINTÉTICO,HIPERPOTASSEMIA,E875,D9481C00001,UM ESTUDO ABERTO PARA AVALIAR A SEGURANÇA E EFICÁCIA DO SZC EM PACIENTES PEDIÁTRICOS COM HIPERCALEMIA. PROTOCOLO VERSÃO 8.0 DE 14 DE NOVEMBRO 2023.,III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,FUNDACAO OSWALDO RAMOS,MARIA HELENA VAISBICH,23,148995,NCT03813407,DRUG, Sodium Zirconium Cyclosilicate (SZC) Reduced Dose Level,2019-04-02 00:00:00,2026-06-29 00:00:00,2019-01-23
3386,FORTREA BRASIL LIMITADA,25351847126202396,CICLOSSILICATO DE ZIRCÔNIO SÓDICO (SZC),FÁRMACOS PARA O TRATAMENTO DA HIPERCALEMIA E HIPERFOSFATEMIA,SINTÉTICO/SEMISSINTÉTICO,HIPERPOTASSEMIA,E875,D9481C00001,UM ESTUDO ABERTO PARA AVALIAR A SEGURANÇA E EFICÁCIA DO SZC EM PACIENTES PEDIÁTRICOS COM HIPERCALEMIA. PROTOCOLO VERSÃO 8.0 DE 14 DE NOVEMBRO 2023.,III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, SOCIEDADE CAMPINEIRA DE EDUCACAO E INSTRUCAO,ANTONIO CESAR PAULILLO DE CILLO,13,148995,NCT03813407,DRUG, Sodium Zirconium Cyclosilicate (SZC) Reduced Dose Level,2019-04-02 00:00:00,2026-06-29 00:00:00,2019-01-23
3387,INTRIALS PESQUISA CLINICA LTDA.,25351850707201686,MASITINIBE ( MESILATO DE MAITINIBE),ANTINEOPLASICO,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DO CÓLON,C18,AB12006,"UM ESTUDO DE FASE 3, PROSPECTIVO, MULTICÊNTRICO, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, COM 2 GRUPOS PARALELOS PARA COMPARAR A EFICÁCIA E SEGURANÇA DE MESITINIBE EM COMBINAÇÃO COM FOLFIRI ( IRINOTECANO, 5-FLUOROURACIL E ÁCIDO FOLÍNICO) AO PLACEBO EM COMBINAÇÃO COM FOLFIRI NO TRATAMENTO DE SEGUNDA LINHA DE INDIVÍDUOS COM CÂNCER COLORRETAL METASTÁTICO ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,Não há dados,Não há dados,Não há dados,48081,NCT02605044,DRUG, Masitinib (AB1010),2014-01-01 00:00:00,2017-12-01 00:00:00,2015-11-16
3388,FORTREA BRASIL LIMITADA,25351851071202157,BELAPECTINA 27 MG/ML SOL INJ FR VD X 10 ML,NULO,SINTÉTICO/SEMISSINTÉTICO,FLEXURA (ÂNGULO) ESPLÊNICA(O),C185,GT-031,"ESTUDO CONTÍNUO, ADAPTATIVO, FASE 2B/3, DUPLOCEGO, RANDOMIZADO, CONTROLADO POR PLACEBO, 
MULTICÊNTRICO, INTERNACIONAL PARA AVALIAR A 
EFICÁCIA E SEGURANÇA DE BELAPECTINA (GR-MD02) PARA PREVENÇÃO DE VARIZES ESOFÁGICAS EM CIRROSE POR EHNA.VERSÃO 08 DE 22 DE NOVEMBRO DE 2021. ",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,Não há dados,Não há dados,Não há dados,38459,NCT04365868,DRUG, belapectin,2020-06-22 00:00:00,2024-12-01 00:00:00,2020-04-28
3389,FORTREA BRASIL LIMITADA,25351851071202157,BELAPECTINA 27 MG/ML SOL INJ FR VD X 10 ML,NULO,SINTÉTICO/SEMISSINTÉTICO,FLEXURA (ÂNGULO) ESPLÊNICA(O),C185,GT-031,"ESTUDO CONTÍNUO, ADAPTATIVO, FASE 2B/3, DUPLOCEGO, RANDOMIZADO, CONTROLADO POR PLACEBO, 
MULTICÊNTRICO, INTERNACIONAL PARA AVALIAR A 
EFICÁCIA E SEGURANÇA DE BELAPECTINA (GR-MD02) PARA PREVENÇÃO DE VARIZES ESOFÁGICAS EM CIRROSE POR EHNA.VERSÃO 08 DE 22 DE NOVEMBRO DE 2021. ",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,Não há dados,Não há dados,Não há dados,38459,NCT04365868,DRUG, belapectin,2020-06-22 00:00:00,2024-12-01 00:00:00,2020-04-28
3390,FORTREA BRASIL LIMITADA,25351851071202157,BELAPECTINA 27 MG/ML SOL INJ FR VD X 10 ML,NULO,SINTÉTICO/SEMISSINTÉTICO,FLEXURA (ÂNGULO) ESPLÊNICA(O),C185,GT-031,"ESTUDO CONTÍNUO, ADAPTATIVO, FASE 2B/3, DUPLOCEGO, RANDOMIZADO, CONTROLADO POR PLACEBO, 
MULTICÊNTRICO, INTERNACIONAL PARA AVALIAR A 
EFICÁCIA E SEGURANÇA DE BELAPECTINA (GR-MD02) PARA PREVENÇÃO DE VARIZES ESOFÁGICAS EM CIRROSE POR EHNA.VERSÃO 08 DE 22 DE NOVEMBRO DE 2021. ",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, UFRJ HOSPITAL UNIVERSITARIO CLEMENTINO FRAGA FILHO,CRISTIANE VILLELA NOGUEIRA,6,38459,NCT04365868,DRUG, belapectin,2020-06-22 00:00:00,2024-12-01 00:00:00,2020-04-28
3391,FORTREA BRASIL LIMITADA,25351851071202157,BELAPECTINA 27 MG/ML SOL INJ FR VD X 10 ML,NULO,SINTÉTICO/SEMISSINTÉTICO,FLEXURA (ÂNGULO) ESPLÊNICA(O),C185,GT-031,"ESTUDO CONTÍNUO, ADAPTATIVO, FASE 2B/3, DUPLOCEGO, RANDOMIZADO, CONTROLADO POR PLACEBO, 
MULTICÊNTRICO, INTERNACIONAL PARA AVALIAR A 
EFICÁCIA E SEGURANÇA DE BELAPECTINA (GR-MD02) PARA PREVENÇÃO DE VARIZES ESOFÁGICAS EM CIRROSE POR EHNA.VERSÃO 08 DE 22 DE NOVEMBRO DE 2021. ",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, UNIVERSIDADE ESTADUAL PAULISTA,GIOVANNI FARIA SILVA,6,38459,NCT04365868,DRUG, belapectin,2020-06-22 00:00:00,2024-12-01 00:00:00,2020-04-28
3392,FORTREA BRASIL LIMITADA,25351851071202157,BELAPECTINA 27 MG/ML SOL INJ FR VD X 10 ML,NULO,SINTÉTICO/SEMISSINTÉTICO,FLEXURA (ÂNGULO) ESPLÊNICA(O),C185,GT-031,"ESTUDO CONTÍNUO, ADAPTATIVO, FASE 2B/3, DUPLOCEGO, RANDOMIZADO, CONTROLADO POR PLACEBO, 
MULTICÊNTRICO, INTERNACIONAL PARA AVALIAR A 
EFICÁCIA E SEGURANÇA DE BELAPECTINA (GR-MD02) PARA PREVENÇÃO DE VARIZES ESOFÁGICAS EM CIRROSE POR EHNA.VERSÃO 08 DE 22 DE NOVEMBRO DE 2021. ",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, UNIVERSIDADE FEDERAL DE MINAS GERAIS HOSPITAL DAS CLINICAS,CLAUDIA ALVES COUTO,6,38459,NCT04365868,DRUG, belapectin,2020-06-22 00:00:00,2024-12-01 00:00:00,2020-04-28
3393,FORTREA BRASIL LIMITADA,25351851071202157,BELAPECTINA 27 MG/ML SOL INJ FR VD X 10 ML,NULO,SINTÉTICO/SEMISSINTÉTICO,FLEXURA (ÂNGULO) ESPLÊNICA(O),C185,GT-031,"ESTUDO CONTÍNUO, ADAPTATIVO, FASE 2B/3, DUPLOCEGO, RANDOMIZADO, CONTROLADO POR PLACEBO, 
MULTICÊNTRICO, INTERNACIONAL PARA AVALIAR A 
EFICÁCIA E SEGURANÇA DE BELAPECTINA (GR-MD02) PARA PREVENÇÃO DE VARIZES ESOFÁGICAS EM CIRROSE POR EHNA.VERSÃO 08 DE 22 DE NOVEMBRO DE 2021. ",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, UNIVERSIDADE FEDERAL DO MARANHAO UFMA,ADALGISA S. P. FERREIRA,6,38459,NCT04365868,DRUG, belapectin,2020-06-22 00:00:00,2024-12-01 00:00:00,2020-04-28
3394,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,25351852437201818,AMG 510,Não há dados,SINTÉTICO/SEMISSINTÉTICO,"BRÔNQUIOS OU PULMÕES, NÃO ESPECIFICADO",C349,20170543,"UM ESTUDO, ABERTO, DE FASE 1/2 AVALIANDO A SEGURANÇA, A TOLERABILIDADE, A FARMACOCINÉTICA, A FARMACODINÂMICA E A EFICÁCIA DA MONOTERAPIA COM AMG 510 EM INDIVÍDUOS COM TUMORES SÓLIDOS AVANÇADOS COM MUTAÇÃO DE KRAS P.G12C E TERAPIA DE COMBINAÇÃO COM AMG 510 EM INDIVÍDUOS COM NSCLC AVANÇADO, COM MUTAÇÃO DE KRAS P.G12C. PROTOCOLO EMENDA 10 DATADA DE 23 DE DEZEMBRO DE 2021.
",I/II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,COI CLINICAS ONCOLOGICAS INTEGRADAS LTDA,MONICA LUCIANA AGOSTINHO PADOAN,1,163887,NCT03600883,DRUG, sotorasib,2018-08-27 00:00:00,2028-04-30 00:00:00,2018-07-26
